Transaction_ID,Date,Category,Subcategory,Amount,Type,Payment_Method,Merchant,Location,Description,Monthly_Budget,Balance
223,2026-01-16,Transport,Bus,2408,Expense,UPI,Fisher Inc,West Coryfurt,Front brother five but.,10326,46433
224,2025-01-19,Medical,Doctor,2937,Expense,UPI,"Wagner, Johnson and Burke",Sandrahaven,Party he enjoy political.,26751,37061
225,2025-05-09,Entertainment,Streaming,4761,Expense,UPI,Young Group,North Matthewmouth,Someone real.,16656,51670
226,2025-06-15,Income,Salary,44591,Income,UPI,"Frank, Watson and Harper",Vasquezborough,Under face yes world.,45084,86105
227,2025-01-20,Bills,Electricity,2873,Expense,Cash,Long-Lucero,Sharpville,Care travel note.,9486,8697
228,2025-03-14,Travel,Tour,1495,Expense,Cash,Hoffman LLC,New Melinda,Land how article.,30915,84630
229,2025-06-06,Bills,Internet,4780,Expense,Bank Transfer,Hopkins-Farmer,Harrisonstad,Charge safe bed.,19132,88861
230,2025-03-27,Transport,Bus,4252,Expense,UPI,Fields-Hamilton,Lake Sharonton,Blue southern head on television.,18014,68563
231,2026-01-13,Education,Books,3333,Expense,Credit Card,Gutierrez-Owens,West Dorothybury,Claim another sing.,45012,24368
232,2026-01-24,Bills,Electricity,853,Expense,UPI,Dominguez LLC,South Elizabeth,Look interview create.,12902,89755
233,2025-03-04,Bills,Water,4443,Expense,Debit Card,"Smith, Nguyen and Martinez",Pattersonbury,Military throw American second edge.,21824,85968
234,2025-06-17,Bills,Internet,4253,Expense,Debit Card,Sullivan and Sons,Johnsonfort,Agency tree.,16687,91259
235,2025-12-31,Food,Restaurant,3143,Expense,UPI,Conway and Sons,Christopherland,Arrive for business.,38171,82243
236,2026-04-17,Medical,Medicine,3406,Expense,Bank Transfer,"Lewis, Young and Gibson",Garymouth,State threat.,26273,89377
237,2026-03-27,Entertainment,Games,2428,Expense,Credit Card,Goodman-Mccoy,Lake Timview,Right item building.,44894,89606
238,2025-09-12,Shopping,Electronics,4498,Expense,Cash,Singh-Powell,Collinstown,Nothing daughter table former few.,39770,56656
239,2025-12-05,Transport,Taxi,783,Expense,Debit Card,"Torres, Carter and Gonzalez",Port Jon,House skill capital.,27084,6767
240,2025-04-24,Income,Salary,29996,Income,UPI,"Phillips, Robinson and Smith",Jillview,Rest break hard car.,25390,76224
241,2025-12-17,Entertainment,Movies,4038,Expense,UPI,"Hull, Mcclure and Serrano",New James,Anything subject however expert public.,29522,7240
242,2025-10-03,Travel,Hotel,3086,Expense,Debit Card,Rogers-Calderon,North Jayhaven,Watch process sure agent.,11587,79553
243,2026-01-08,Food,Groceries,1343,Expense,Credit Card,Romero-Bonilla,Audreyhaven,Bed can budget be sit.,42172,10341
244,2025-10-04,Income,Salary,31673,Income,Credit Card,"Dean, Powers and Hudson",East Rachelfort,Usually provide standard certain.,7509,62455
245,2025-10-12,Food,Groceries,2237,Expense,Credit Card,Ferguson Group,South Benjaminport,Sister could want seek.,13222,64213
246,2025-02-20,Medical,Health Checkup,4159,Expense,Cash,Cunningham-Hartman,South Oscarbury,Available nice until.,22382,67511
247,2026-05-03,Medical,Health Checkup,1960,Expense,UPI,Rodriguez and Sons,Pooletown,The magazine wide account.,8735,44497
248,2025-10-09,Entertainment,Streaming,4139,Expense,Credit Card,Mason-Pierce,South Jessicaborough,Teach serious case.,19804,48307
249,2025-05-27,Food,Groceries,415,Expense,Debit Card,Arroyo-Perkins,South Janetville,Yourself that most become.,17600,31234
250,2025-05-29,Bills,Water,3645,Expense,Credit Card,Macdonald-Hughes,West William,Picture up challenge dinner remain.,26871,57366
251,2025-05-21,Entertainment,Games,2851,Expense,Bank Transfer,Wheeler-Black,Jillside,Traditional through energy.,34023,98128
252,2026-02-05,Income,Scholarship,19231,Income,Bank Transfer,Erickson Ltd,Willisfort,Level heavy.,49451,82461
253,2025-10-30,Income,Scholarship,25953,Income,Bank Transfer,Moran Group,Port Jeffrey,Economy several pick partner.,22167,85469
254,2025-08-06,Education,Stationery,1892,Expense,Debit Card,"Hale, Edwards and Barnett",Jeromemouth,Rise control choose.,45027,21828
255,2026-04-13,Travel,Flight,1296,Expense,Bank Transfer,Moore-Smith,Matthewshire,Herself manage go only.,13443,60108
256,2026-04-26,Transport,Taxi,1249,Expense,Debit Card,Cabrera Inc,Port Michaelbury,Just radio customer officer.,42549,10106
257,2026-01-28,Entertainment,Movies,2227,Expense,Debit Card,"Fuentes, Myers and Thomas",North Michelle,Adult forward risk wind.,17452,94549
258,2025-07-12,Shopping,Clothes,2245,Expense,UPI,Davis-Thomas,North Jesse,Computer their game.,34339,68218
259,2025-03-19,Entertainment,Movies,271,Expense,Debit Card,"Thomas, Harris and Hartman",Port Ian,Month east.,37923,26677
260,2025-02-22,Education,Books,2045,Expense,Credit Card,Snyder-Kelly,North Anthony,Dream machine guess series us.,48129,53101
261,2026-02-18,Shopping,Accessories,1864,Expense,Bank Transfer,"Rodriguez, White and Rowland",North John,Soon language sister lay doctor.,36632,91745
262,2026-02-11,Medical,Medicine,1383,Expense,Bank Transfer,James-White,South Jessica,Read natural describe study.,48174,75704
263,2025-06-30,Transport,Fuel,3357,Expense,Debit Card,Gibson LLC,South Robert,Black live material so piece.,48631,46291
264,2025-10-10,Transport,Fuel,2341,Expense,Credit Card,"Spencer, Rivera and Buchanan",North Teresa,Site quality example.,6742,43843
265,2026-01-11,Entertainment,Games,2139,Expense,UPI,"Carrillo, Lee and Freeman",Port Lisastad,Fall wife finally know.,16872,30054
266,2025-06-27,Education,Stationery,273,Expense,Cash,Brown Group,West Davidshire,Road his year everything staff.,23489,27965
267,2025-11-04,Medical,Health Checkup,2691,Expense,Cash,Hall-Anthony,Monicaborough,Resource reality every north.,24822,84983
268,2026-04-23,Entertainment,Games,4940,Expense,Debit Card,Anderson and Sons,East Manuel,May we mother.,46048,93391
269,2025-10-24,Income,Scholarship,40325,Income,Credit Card,Lee LLC,West Bradley,Capital station us black necessary.,37617,45898
270,2025-11-10,Transport,Taxi,1783,Expense,Bank Transfer,"Bates, Good and Hicks",Port Mark,Color difficult ask.,39058,24405
271,2026-02-21,Entertainment,Streaming,1929,Expense,UPI,Wilkerson-Adams,Allisonfurt,Garden couple.,43490,43851
272,2025-12-03,Travel,Tour,4934,Expense,UPI,Rodriguez and Sons,New April,Would claim war.,27203,7502
273,2025-11-11,Food,Restaurant,4620,Expense,UPI,Hampton-Dixon,Mcguirestad,Position huge.,34362,52423
274,2026-01-24,Food,Snacks,967,Expense,Bank Transfer,"Robinson, Flores and Grimes",West Brenda,No head manage family.,5672,61380
275,2025-12-27,Shopping,Accessories,1618,Expense,Cash,Nelson-Johnson,Hayesborough,Road administration especially.,22353,18988
276,2025-09-21,Shopping,Electronics,3682,Expense,Debit Card,Delgado-Nelson,Chapmanberg,Support represent radio type.,47605,83704
277,2025-05-29,Entertainment,Streaming,540,Expense,Cash,Sexton-Mccall,Lindaville,Kitchen air.,26832,33989
278,2026-02-25,Education,Courses,1039,Expense,Credit Card,Carter Ltd,East Kim,Feel same opportunity herself.,47860,21302
279,2026-02-24,Food,Restaurant,2441,Expense,Credit Card,Holloway Group,Robertburgh,Close success south.,33283,29958
280,2025-11-07,Food,Snacks,1877,Expense,UPI,Foster and Sons,West Don,Season include show last think.,24570,62076
281,2025-06-28,Food,Snacks,4591,Expense,Cash,Thomas-Pittman,Myersside,Yeah today debate home.,48055,33627
282,2026-01-29,Medical,Doctor,603,Expense,Debit Card,Gonzales-Rojas,Port Lisaborough,Reflect media western.,30254,84146
283,2026-01-07,Education,Courses,1163,Expense,Bank Transfer,Robinson Group,North Bryanside,Reduce common end.,46902,55331
284,2026-03-29,Education,Stationery,1330,Expense,Bank Transfer,Chavez Group,South Michaelfurt,Give will turn look.,14118,55163
285,2025-12-24,Shopping,Accessories,1992,Expense,Credit Card,"Walters, Jenkins and Thomas",Owenfort,Place expert opportunity.,32331,78381
286,2026-04-08,Transport,Bus,2146,Expense,Bank Transfer,Wyatt Group,West Carrie,Born special.,7863,16745
287,2026-03-23,Entertainment,Movies,4842,Expense,UPI,Dunn-Foster,Chambersfurt,Must inside fund rich.,27229,41724
288,2025-12-08,Shopping,Accessories,3723,Expense,Cash,Andrade-Calhoun,Cuevasside,Pm either him commercial.,12487,22749
289,2026-01-17,Income,Salary,26768,Income,Credit Card,"Martin, Watkins and Gross",Wendytown,Seat by.,38511,7370
290,2025-03-24,Income,Freelancing,30467,Income,Debit Card,"Adams, Murillo and Lowe",West Jessica,Mr note pattern true.,35635,77702
291,2025-11-25,Bills,Water,836,Expense,Debit Card,"Macias, Alexander and Williams",Jamestown,Case forward fly stand visit.,14132,23520
292,2025-09-09,Entertainment,Movies,3654,Expense,Cash,Baldwin-Howard,Port Veronicastad,Reason establish election your.,27521,39594
293,2025-03-12,Income,Salary,18033,Income,Bank Transfer,"Salas, Chapman and Hicks",Mitchelltown,Bit cost need town.,12447,90520
294,2025-05-01,Travel,Flight,1943,Expense,Cash,"Carrillo, Hale and Hays",Morgantown,Control free.,6882,31173
295,2025-12-26,Travel,Tour,2162,Expense,UPI,"Perez, Flores and Calhoun",Kevinland,Most do pressure yard.,16286,28873
296,2025-02-05,Income,Freelancing,35142,Income,Bank Transfer,Green Inc,East James,Above enter.,48644,49583
297,2025-05-12,Travel,Flight,4959,Expense,Debit Card,Gonzalez-Banks,Roberttown,Head final traditional.,37078,72732
298,2025-12-31,Medical,Medicine,2567,Expense,Cash,"Becker, Colon and Bradley",Christystad,Bed analysis face management strong.,24570,91703
299,2026-03-24,Bills,Internet,3579,Expense,UPI,Hartman and Sons,North Jillton,Stop property.,20260,64954
300,2026-03-02,Shopping,Clothes,3263,Expense,Credit Card,Everett PLC,Josephchester,Nor nearly your.,49763,15911
301,2025-11-29,Transport,Fuel,321,Expense,Debit Card,Moore PLC,Lake Billychester,Source stage save.,22490,44651
302,2026-03-09,Transport,Bus,1066,Expense,Cash,Young and Sons,Christophermouth,Economic sometimes hope draw.,41198,54314
303,2025-12-14,Transport,Fuel,968,Expense,Credit Card,Ewing-Miller,Jonesstad,Nature officer place buy industry.,8766,12919
304,2025-10-14,Travel,Hotel,4223,Expense,Cash,"Ortega, Maxwell and Smith",Nguyenhaven,Father item including range.,15322,14793
305,2026-03-05,Shopping,Accessories,1841,Expense,Debit Card,Hudson Group,Taylorborough,Easy get about what nature.,41891,88784
306,2025-08-13,Entertainment,Games,4983,Expense,Credit Card,Stevens-Lee,Lake Jennifertown,Training strong.,12348,28949
307,2025-06-18,Transport,Taxi,2373,Expense,Cash,"Robbins, Davies and Frank",Roachmouth,Owner mouth activity.,48560,46665
308,2025-03-30,Education,Courses,3944,Expense,Cash,Webb PLC,Acostaport,Small price hold civil.,45931,18559
309,2025-06-06,Bills,Internet,4069,Expense,Debit Card,Moore Inc,Bradleyfort,Fill image let.,29027,17981
310,2026-01-14,Medical,Health Checkup,3472,Expense,UPI,Smith Group,Stacystad,She population want gas.,17563,9365
311,2026-02-03,Income,Salary,32556,Income,UPI,"Dean, Payne and Adams",South Shannon,Score dark radio.,41084,87268
312,2026-04-22,Income,Freelancing,39830,Income,Debit Card,Waller and Sons,South Timothy,Agent physical water.,36326,63604
313,2025-08-23,Entertainment,Streaming,927,Expense,UPI,Church-Bishop,Johnhaven,High discover away.,46332,18011
314,2025-01-27,Entertainment,Streaming,637,Expense,Bank Transfer,Ross-Hinton,East Daniellemouth,Last score turn cost kitchen.,6452,99993
315,2026-01-08,Shopping,Accessories,1013,Expense,Bank Transfer,"Webster, Weber and Flynn",West Kelliburgh,Have reason hot read.,32647,49678
316,2026-04-04,Food,Restaurant,1143,Expense,UPI,"Martin, Tran and Jones",Port Victoria,Build discover between short write.,44346,90283
317,2025-10-27,Shopping,Electronics,1078,Expense,Cash,Lambert and Sons,Lake Mary,Right how my serve.,24479,38130
318,2025-08-06,Income,Freelancing,39044,Income,Credit Card,"Lopez, Hart and Romero",Fuentesland,Political team.,38069,12055
319,2025-03-21,Education,Courses,1424,Expense,Debit Card,"Dunn, Stewart and Zimmerman",Brownland,Turn student born.,22356,99251
320,2026-03-20,Medical,Health Checkup,2898,Expense,Bank Transfer,Williams-Smith,South Courtney,Approach billion it term.,29480,30903
321,2025-07-09,Transport,Taxi,2689,Expense,UPI,"Holt, Brooks and Brown",New Kennethfurt,Politics line tax develop source.,26914,84511
322,2025-11-30,Travel,Flight,1735,Expense,UPI,Bartlett-Moore,Rodriguezborough,Grow thing.,23334,40400
323,2025-05-28,Entertainment,Games,3459,Expense,Bank Transfer,Evans-Park,Olsonberg,Program time again whole specific.,36945,86402
324,2025-05-11,Income,Salary,49114,Income,UPI,Collins-Montoya,Nicolestad,Parent note television matter.,9740,90748
325,2026-01-11,Shopping,Clothes,4225,Expense,Cash,"King, Mcdonald and Robertson",South Williamstad,Easy sound rich place.,37151,28751
326,2025-06-17,Income,Scholarship,25733,Income,Bank Transfer,Holmes Group,Isabelton,Large remain outside.,13465,76626
327,2025-12-17,Entertainment,Streaming,1983,Expense,UPI,Brown-Craig,Edwardmouth,Wide them test.,39720,8268
328,2025-05-31,Income,Freelancing,45994,Income,Credit Card,Mata-Mcclain,South Lindashire,Sell leader should.,7983,99097
329,2025-12-11,Income,Salary,42734,Income,Bank Transfer,Perez-Thomas,Yorkbury,Enough father age.,22811,15866
330,2025-03-28,Income,Salary,16732,Income,Debit Card,Wise-Conway,Allenmouth,Fish election politics.,38607,47405
331,2025-09-25,Education,Stationery,2726,Expense,Credit Card,"Campbell, Murray and Hebert",Thomasview,Authority make industry picture.,42479,72761
332,2026-04-26,Transport,Taxi,1749,Expense,Credit Card,Hudson Ltd,New Nicoleland,One affect paper pull responsibility.,49484,67788
333,2025-02-20,Entertainment,Movies,1707,Expense,Debit Card,Meyers and Sons,South John,Minute wind language move book.,29510,21140
334,2026-01-16,Bills,Internet,298,Expense,Debit Card,Lin Group,New Ashley,Control campaign six fire claim.,6955,8526
335,2025-08-22,Transport,Taxi,1829,Expense,Bank Transfer,"Kirk, Welch and Thompson",New Megan,Nor everybody national white.,11659,54078
336,2025-11-22,Food,Groceries,4993,Expense,Debit Card,Moreno-Adams,West Margaretberg,Often some.,40786,91074
337,2025-06-18,Education,Books,3323,Expense,Credit Card,Johnson LLC,Duffyton,Just everything old agency.,29226,92177
338,2025-07-09,Transport,Taxi,2484,Expense,Cash,Hardy Group,Harrisside,Beautiful majority as.,49067,8869
339,2025-02-27,Transport,Taxi,2156,Expense,Credit Card,"Wright, Price and Russo",Lake Larrybury,The use standard.,33822,31522
340,2025-02-18,Medical,Medicine,573,Expense,Credit Card,Harris-Gilbert,Jessicaton,Word common newspaper.,44462,76749
341,2025-07-25,Income,Salary,41592,Income,Bank Transfer,Callahan Group,East Terrihaven,Consider once.,44975,30211
342,2025-09-28,Food,Restaurant,4748,Expense,Bank Transfer,Brady-Lyons,South Lindsay,Class American small share air.,28773,31904
343,2025-10-20,Travel,Hotel,718,Expense,Credit Card,"Johnson, Houston and Stein",Port Dennisside,Recently style company year.,29776,51218
344,2025-07-31,Travel,Tour,3305,Expense,UPI,"Roth, Brooks and Manning",West Melissaside,Character loss cup third.,41656,46771
345,2025-07-07,Shopping,Clothes,2039,Expense,Cash,Hill-Dominguez,West Christine,Despite imagine sometimes simply record.,49433,50881
346,2025-04-27,Shopping,Electronics,4249,Expense,Bank Transfer,Branch Ltd,Lukeshire,Defense degree animal.,7526,88176
347,2026-02-22,Medical,Health Checkup,275,Expense,Cash,Richards Group,Lake Emma,Cultural guess finally early improve.,6298,53077
348,2025-11-20,Bills,Electricity,1226,Expense,UPI,"Wood, Yoder and Moore",Port Lawrence,Four toward measure.,20454,31324
349,2026-02-26,Food,Groceries,1991,Expense,Bank Transfer,Meadows LLC,Mccormickfurt,Anyone color unit.,31070,30108
350,2025-03-02,Entertainment,Streaming,3518,Expense,UPI,"Ward, Scott and Pruitt",East Ashley,Image reveal public.,6411,61574
351,2025-12-13,Entertainment,Games,4318,Expense,Cash,"Kim, Pierce and Merritt",North Douglasmouth,Government music.,35806,56811
352,2026-04-05,Entertainment,Streaming,2212,Expense,Cash,Mooney and Sons,Mayville,Door paper today.,28251,5305
353,2025-08-25,Medical,Health Checkup,2020,Expense,UPI,"Baker, White and Phillips",South Crystalland,Purpose real approach.,26954,18774
354,2025-02-11,Travel,Tour,1564,Expense,Credit Card,Andrews Group,New Anthonychester,Own mind thousand fish.,13553,79657
355,2026-03-23,Bills,Water,1454,Expense,Debit Card,"Kelly, Kim and Morrison",Whiteburgh,Account nation television structure.,48769,78260
356,2025-10-16,Income,Scholarship,34140,Income,Cash,Allison-Chase,Donnatown,Meeting real certain seem.,5036,89002
357,2025-12-01,Bills,Electricity,3222,Expense,Credit Card,"Sanchez, Gonzalez and Rivera",Amandaville,Performance phone but.,29879,70747
358,2025-01-03,Travel,Flight,4906,Expense,Credit Card,"Frost, Black and Nguyen",Jensenmouth,Land fish side.,5315,58773
359,2025-05-25,Travel,Flight,3610,Expense,Debit Card,"Grimes, Joyce and Wheeler",East Mary,Probably stop factor.,7526,94933
360,2025-06-15,Entertainment,Streaming,1750,Expense,Bank Transfer,Clayton LLC,Armstrongville,From garden natural.,12149,86996
361,2025-09-12,Education,Books,2586,Expense,Debit Card,Martin LLC,Ayalahaven,Kitchen news fill writer.,36999,21901
362,2025-04-27,Shopping,Accessories,1072,Expense,Cash,"Chavez, Wilson and Wood",South Richard,Voice move couple.,14635,78215
363,2025-04-21,Transport,Taxi,77,Expense,Bank Transfer,"Newman, Cabrera and Reed",Port Coreystad,Expert radio send above might.,45003,4416
364,2026-02-18,Income,Scholarship,47052,Income,UPI,Elliott-Clark,Port Donnaberg,Similar field security recently.,40072,15334
365,2026-03-13,Entertainment,Streaming,2354,Expense,UPI,Hess-Madden,Olsonton,Between represent region huge.,9821,92698
366,2025-08-02,Medical,Medicine,2449,Expense,Cash,"Hall, Parker and Wyatt",North Maryshire,Many method difference assume thing.,47081,68736
367,2025-01-19,Education,Courses,492,Expense,Credit Card,Smith-Patterson,Ryanport,Others stay part.,42315,32595
368,2025-06-15,Shopping,Electronics,1966,Expense,Credit Card,Wilson-Robertson,North Joseph,Out them whole future.,26695,23194
369,2025-12-26,Medical,Health Checkup,4556,Expense,Cash,Bell and Sons,South Catherine,Soldier war beyond.,17044,48433
370,2026-03-18,Education,Courses,891,Expense,Credit Card,Ramos-Wallace,Reeseborough,But attention old begin.,45568,97133
371,2025-07-08,Medical,Health Checkup,4891,Expense,UPI,"Fuentes, Sanchez and Hall",East Erin,City international.,21301,87404
372,2025-03-09,Transport,Fuel,2155,Expense,Credit Card,"Flynn, Thomas and Pratt",Juliachester,Southern war skin others.,8092,43873
373,2025-01-20,Education,Books,2172,Expense,Bank Transfer,Patel and Sons,Amyland,Perhaps movie guy.,6034,44809
374,2026-04-16,Transport,Taxi,257,Expense,UPI,Poole-Montoya,Robertsonburgh,Evidence try arm.,7478,89748
375,2025-05-25,Entertainment,Games,2599,Expense,Credit Card,Austin-Drake,Jonesborough,Go rock.,28791,67254
376,2025-04-15,Entertainment,Streaming,2068,Expense,Debit Card,"Olson, Warren and Winters",West Jasonville,Push increase party range threat.,22444,76580
377,2025-05-17,Income,Salary,43467,Income,Debit Card,"Warner, Williams and Moore",New Rebeccaberg,Writer price partner.,25559,28415
378,2025-12-18,Travel,Hotel,4180,Expense,Cash,Phillips Group,New Morgan,Value power summer.,32416,15271
379,2025-07-16,Income,Scholarship,16760,Income,Debit Card,Thomas Inc,North Theresaview,Job shoulder above line.,36677,60552
380,2025-11-12,Education,Stationery,1690,Expense,Bank Transfer,Baker Group,Lake Tiffanystad,Hear serious.,26259,60190
381,2026-02-03,Income,Scholarship,46509,Income,Credit Card,Jones-Burgess,South Jeff,Site back any.,21767,19257
382,2026-04-16,Travel,Flight,2697,Expense,UPI,King-Richmond,North Tammyview,Far final morning officer.,17118,30154
383,2026-03-04,Bills,Internet,3425,Expense,Bank Transfer,Thomas Inc,Cummingshaven,Unit they which.,6334,54193
384,2026-02-10,Shopping,Clothes,2047,Expense,Cash,Anderson-Esparza,Sharonborough,Top western financial against.,22964,68708
385,2025-05-01,Entertainment,Games,3533,Expense,Debit Card,"Curry, Burns and Austin",Lake Nathan,Spring discussion everybody.,44935,86263
386,2025-11-19,Education,Courses,353,Expense,Debit Card,"Lee, Sherman and King",Port Jennifer,Military executive west forward director.,47126,72020
387,2025-07-07,Bills,Water,3438,Expense,Bank Transfer,Joseph-Blackwell,North Maryfurt,Scene decade break heavy.,36036,23189
388,2025-11-01,Medical,Medicine,812,Expense,Bank Transfer,Scott-Galvan,Richardbury,Organization study particular sound.,21854,7775
389,2026-04-13,Income,Freelancing,6979,Income,Debit Card,"Garcia, Stokes and Williams",Richardmouth,Join decision mean.,20305,12921
390,2026-01-08,Transport,Taxi,3519,Expense,UPI,Brock Ltd,Smithfurt,Movement us service.,37680,63186
391,2025-03-04,Medical,Medicine,1889,Expense,Bank Transfer,"Phillips, Walker and Luna",North Reneeton,Manage my strategy fear former.,16197,89087
392,2026-01-19,Bills,Water,1993,Expense,Cash,"Reynolds, Ray and Garrett",East Matthew,Safe bar financial relate car.,40491,48577
393,2026-01-20,Income,Freelancing,38278,Income,Bank Transfer,"Walker, Armstrong and Atkinson",Howellborough,Nor start television show include.,21243,42139
394,2025-12-13,Transport,Taxi,3449,Expense,Credit Card,Lewis PLC,Lake Jacob,Out draw property car include.,25316,73611
395,2025-07-11,Food,Snacks,3269,Expense,Bank Transfer,Schmidt Group,Keithhaven,Society avoid control model.,27089,43869
396,2025-07-19,Income,Salary,44844,Income,Bank Transfer,Gibson-Jones,New Johnburgh,Sometimes sea blood.,17587,99776
397,2025-09-30,Education,Courses,1062,Expense,Bank Transfer,Murray LLC,Lake Deborah,Night ten understand parent agreement.,16906,26477
398,2025-08-22,Shopping,Clothes,2496,Expense,Debit Card,"Green, Bailey and Mills",Smithfurt,Require resource baby foreign standard.,44302,95446
399,2025-12-22,Travel,Tour,270,Expense,Cash,Brown-Rhodes,South Mark,Simple probably serve reduce stage.,46538,85604
400,2025-04-20,Entertainment,Streaming,299,Expense,UPI,Cooper Group,South Natalie,Building him class off.,28566,61413
401,2025-11-24,Education,Stationery,4871,Expense,Debit Card,Davenport-Gentry,Alexmouth,Keep book drug course pick.,15438,61567
402,2026-02-17,Income,Salary,31805,Income,Credit Card,Vaughn Group,Lake Gregoryland,Collection between.,29405,31753
403,2026-01-11,Travel,Tour,2561,Expense,Debit Card,"Henderson, Moon and Marquez",West Olivia,Mind south.,29704,6528
404,2025-11-15,Shopping,Accessories,911,Expense,Credit Card,"Taylor, Davenport and Oliver",Sarahport,Most stay customer.,14045,30189
405,2026-04-25,Transport,Bus,579,Expense,UPI,Casey PLC,East Samuel,Million data voice data without.,6553,61337
406,2026-05-10,Entertainment,Streaming,4596,Expense,UPI,"Green, Love and Davidson",West Kristin,Republican war talk.,37726,62052
407,2026-02-14,Transport,Taxi,3454,Expense,Debit Card,Owen-Rowe,Rebeccahaven,Test himself sign certain.,5795,12884
408,2025-05-02,Transport,Taxi,2983,Expense,Credit Card,Guerra Inc,Crystaltown,After fly spend perform challenge.,15685,52327
409,2025-06-15,Medical,Doctor,858,Expense,Debit Card,Burgess PLC,Burnsbury,Structure defense recognize imagine.,36854,62454
410,2025-10-05,Medical,Health Checkup,3623,Expense,Cash,Moore-Salas,Lake Amanda,But second somebody.,39707,93166
411,2025-06-05,Shopping,Electronics,3954,Expense,Credit Card,"Sanchez, Flores and Dudley",West Sandra,Seem suddenly system.,37478,79542
412,2025-12-08,Education,Courses,3283,Expense,Credit Card,"Patel, Miller and Gordon",Lake Joelshire,Same type often loss.,24266,85129
413,2025-08-03,Income,Scholarship,44690,Income,Bank Transfer,Jacobs Ltd,Joeport,Name season develop.,20817,10320
414,2026-04-07,Entertainment,Games,3791,Expense,UPI,Hammond-Cain,Stevefurt,View morning usually.,17109,94907
415,2025-06-22,Education,Courses,428,Expense,Bank Transfer,"Summers, Gray and Anderson",Masonview,Wall turn law.,19538,44650
416,2025-10-13,Entertainment,Movies,3096,Expense,Credit Card,Preston Inc,East Morgan,Drug executive way.,35752,98998
417,2025-12-25,Education,Books,3350,Expense,Bank Transfer,"Bright, Hall and Lester",West Jeremyland,Begin why along.,5783,78119
418,2026-03-24,Entertainment,Games,158,Expense,Bank Transfer,Lane-Mora,Coreyshire,Picture agree sing.,42110,94070
419,2025-04-03,Income,Scholarship,15838,Income,Bank Transfer,Hodges-Berger,New Katelyn,Smile skill now.,45913,11200
420,2025-07-02,Bills,Water,3301,Expense,Debit Card,York Inc,East Willieborough,Would employee pay you.,19126,62247
421,2026-02-05,Food,Snacks,1729,Expense,Bank Transfer,Elliott Inc,North Karen,Me production.,6979,56618
422,2025-11-05,Food,Restaurant,2184,Expense,Debit Card,Garcia-Frank,Lewisburgh,Pattern mean like.,21260,94041
423,2025-03-24,Shopping,Accessories,506,Expense,Cash,"Gonzalez, Brady and Lopez",Davisfort,Share citizen.,48229,34135
424,2025-06-01,Food,Snacks,4189,Expense,Credit Card,Schmidt LLC,Brianton,Available amount truth.,6280,92981
425,2025-06-26,Entertainment,Streaming,3722,Expense,Cash,Santos Ltd,East Alan,Growth task similar man official.,11241,74372
426,2025-12-16,Travel,Flight,861,Expense,Debit Card,"Brock, Adams and Woodard",Gouldshire,Vote executive woman.,43064,17856
427,2025-08-10,Income,Salary,26195,Income,UPI,Riggs LLC,Tiffanyhaven,Specific institution three mission.,15148,66317
428,2025-06-28,Bills,Water,261,Expense,Debit Card,Foster-Sanchez,Loweburgh,Any together.,17983,64565
429,2025-04-14,Transport,Fuel,3834,Expense,UPI,Hayes-Norris,Wrightville,Occur court.,35888,57790
430,2026-05-02,Education,Books,1555,Expense,Bank Transfer,Pierce-Gonzalez,East Tyler,Newspaper expect.,8521,38252
431,2025-04-26,Shopping,Clothes,3675,Expense,Debit Card,Gordon LLC,North Stephanie,Institution administration both hour.,14727,3776
432,2026-04-25,Shopping,Accessories,4879,Expense,Bank Transfer,"Williams, Elliott and White",East Jason,Magazine involve him.,13395,68327
433,2025-05-08,Medical,Medicine,4239,Expense,Bank Transfer,Jones PLC,Chadtown,Man new future.,20203,83991
434,2025-11-25,Bills,Electricity,4051,Expense,Cash,"Gonzalez, Vaughn and Gibbs",North Lisafort,Sing art ten.,12731,76467
435,2026-02-12,Bills,Internet,1622,Expense,UPI,King-Blair,West Kevintown,Federal change several.,28959,91448
436,2026-03-07,Travel,Tour,4252,Expense,Cash,"Gonzales, Reyes and Martinez",North Emily,Everyone same sport yes.,35794,39064
437,2025-01-16,Entertainment,Streaming,831,Expense,Debit Card,Collins-Bean,Markland,Bar hope unit.,38681,1783
438,2025-06-19,Income,Freelancing,31846,Income,UPI,Williams-Barry,Franklinfort,Be imagine.,36237,26000
439,2026-04-10,Travel,Tour,4931,Expense,Debit Card,"Howard, Zuniga and Evans",Lake Joshuabury,They majority either.,9249,51409
440,2025-04-20,Medical,Health Checkup,4320,Expense,Credit Card,Smith and Sons,Port Kevinland,Of three after most.,33100,74786
441,2025-02-06,Entertainment,Games,423,Expense,Bank Transfer,Brooks Group,Jasonfurt,Soldier Mrs.,10951,96639
442,2025-10-08,Food,Restaurant,2648,Expense,Cash,Mckinney-Ortega,Fowlerbury,Study fish across view.,35607,32603
443,2025-03-18,Travel,Tour,434,Expense,Credit Card,Peterson-Christian,North Arthur,Hotel three minute.,11375,36088
444,2026-04-12,Bills,Electricity,3892,Expense,Debit Card,Powell Ltd,Andrewburgh,Challenge serve economy.,33285,9995
445,2026-01-26,Bills,Water,4541,Expense,Cash,Harrison-Taylor,Yoderberg,Should hour president only control.,49961,30370
